CODIGO_FILIAL;TICKET;DATA_VENDA;ITEM;TERMINAL;LANCAMENTO_CAIXA;NUMERO_CUPOM_FISCAL;PERIODO_FECHAMENTO;VENDEDOR;VENDEDOR_APELIDO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;TAMANHO;QTDE;QTDE_LIQUIDA;QTDE_TROCA;VALOR_LIQUIDO_VENDA;VALOR_TROCA;VALOR_DESCONTOS;VALOR_PAGO;VALOR_FRETE;VALOR_VENDA_BRUTA;TIPO_PRODUTO;TABELA_MEDIDAS;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;COLECAO;GRADE;LINHA;GRIFFE;CARTELA;REFER_FABRICANTE;MODELAGEM;FABRICANTE;ESTILISTA;MODELISTA;TAM;COD_CATEGORIA;CATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO;COD_CATEGORIA;CATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO
4047;10800;20/11/2025;2;1;20BP00F;9368;1;4741;ANA LÚCIA                ;LIC039      ;MEIA CALCA                              ;3290_V2   ;26;1;1;0;71,92;0;1798;7192;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;CRIANCA                  
4047;9700;09/09/2025;1;1;099P005;8473;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;3290_V2   ;25;0;-1;-1;-89,9;-8990;0;0;0;0;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;CRIANCA                  
4047;11247;11/12/2025;11;1;11CP00C;9700;1;5087;LARISSE                  ;LIC039      ;MEIA CALCA                              ;019       ;25;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;CRIANCA                  
4047;10719;15/11/2025;1;1;15BP00C;9303;1;5087;LARISSE                  ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11352;17/12/2025;1;1;17CP00B;9780;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;3294_V2   ;25;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11352;17/12/2025;2;1;17CP00B;9780;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;3290_V2   ;24;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11169;07/12/2025;3;1;07CP009;9642;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;3294_V2   ;26;1;1;0;89,62;0;28;8962;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;8804;08/07/2025;1;1;087P00F;7681;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;019       ;25;0;-1;-1;-89,9;-8990;0;0;0;0;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11201;08/12/2025;1;1;08CP01C;9670;1;5087;LARISSE                  ;LIC039      ;MEIA CALCA                              ;038_V3    ;26;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11201;08/12/2025;4;1;08CP01C;9670;1;5087;LARISSE                  ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11201;08/12/2025;2;1;08CP01C;9670;1;5087;LARISSE                  ;LIC039      ;MEIA CALCA                              ;038_V3    ;26;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11201;08/12/2025;3;1;08CP01C;9670;1;5087;LARISSE                  ;LIC039      ;MEIA CALCA                              ;038_V3    ;26;1;1;0;89,56;0;34;8956;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11448;22/12/2025;4;1;22CP007;9860;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;3290_V2   ;26;1;1;0;89,72;0;18;8972;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11448;22/12/2025;5;1;22CP007;9860;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;038_V3    ;26;1;1;0;89,72;0;18;8972;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10020;30/09/2025;1;1;309P00F;8761;1;4741;ANA LÚCIA                ;LIC039      ;MEIA CALCA                              ;019       ;24;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11131;04/12/2025;2;1;04CP008;9609;1;4741;ANA LÚCIA                ;LIC039      ;MEIA CALCA                              ;019       ;24;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11131;04/12/2025;4;1;04CP008;9609;1;4741;ANA LÚCIA                ;LIC039      ;MEIA CALCA                              ;038_V3    ;24;1;1;0;89,59;0;31;8959;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11140;05/12/2025;1;1;05CP009;9617;1;5087;LARISSE                  ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;6608;25/01/2025;5;1;251P004;5734;1;4076;ALEXSANDRA               ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;84,63;0;27;8463;0;8490;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;11344;17/12/2025;2;1;17CP003;9773;1;3443;GERENTE                  ;LIC039      ;MEIA CALCA                              ;3290_V2   ;25;1;1;0;89,9;0;0;0;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;11344;17/12/2025;1;1;17CP003;9773;1;3443;GERENTE                  ;LIC039      ;MEIA CALCA                              ;019       ;25;1;1;0;89,9;0;0;0;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;9008;20/07/2025;1;1;207P00B;7859;1;3443;GERENTE                  ;LIC039      ;MEIA CALCA                              ;038_V3    ;24;0;-1;-1;-89,9;-8990;0;0;0;0;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;9008;20/07/2025;3;1;207P00B;7859;1;3443;GERENTE                  ;LIC039      ;MEIA CALCA                              ;3290_V2   ;25;0;-1;-1;-89,9;-8990;0;0;0;0;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;11448;22/12/2025;3;1;22CP007;9860;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;9004;20/07/2025;3;1;207P007;7855;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9004;20/07/2025;2;1;207P007;7855;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;3290_V2   ;26;1;1;0;89,56;0;34;8956;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9075;25/07/2025;3;1;257P003;7920;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;019       ;25;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10984;28/11/2025;1;1;28BP00B;9491;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;71,92;0;0;7192;0;7192;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10590;06/11/2025;1;1;06BP004;9195;1;3443;GERENTE                  ;LIC039      ;MEIA CALCA                              ;019       ;27;0;-1;-1;-89,9;-8990;0;0;0;0;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;XL      ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11280;12/12/2025;3;1;12CP014;9724;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;019       ;25;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11280;12/12/2025;4;1;12CP014;9724;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;019       ;25;1;1;0;89,64;0;26;8964;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11400;19/12/2025;3;1;19CP00F;9818;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;89,9;0;0;573;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;11400;19/12/2025;4;1;19CP00F;9818;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;3290_V2   ;25;1;1;0;89,9;0;0;573;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9004;20/07/2025;1;1;207P007;7855;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;3290_V2   ;26;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9004;20/07/2025;4;1;207P007;7855;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;038_V3    ;26;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9640;04/09/2025;1;1;049P003;8414;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;038_V3    ;24;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9653;05/09/2025;1;1;059P005;8427;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;038_V3    ;26;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10156;08/10/2025;7;1;08AP00D;8866;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;3290_V2   ;25;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10156;08/10/2025;8;1;08AP00D;8866;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;3290_V2   ;25;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;10156;08/10/2025;5;1;08AP00D;8866;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;3290_V2   ;25;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;10156;08/10/2025;6;1;08AP00D;8866;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;3290_V2   ;25;1;1;0;89,55;0;35;8955;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;9995;29/09/2025;1;1;299P00B;8738;1;5087;LARISSE                  ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;10007;29/09/2025;1;1;299P017;8750;1;4741;ANA LÚCIA                ;LIC039      ;MEIA CALCA                              ;3290_V2   ;26;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;9594;30/08/2025;1;1;308P009;8369;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;019       ;25;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;10496;30/10/2025;9;1;30AP005;10496;1;3871;OMNI                     ;LIC039      ;MEIA CALCA                              ;019       ;25;1;1;0;68,56;0;0;6856;0;6856;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;10054;02/10/2025;5;1;02AP010;8790;1;3552;SAMIA                    ;LIC039      ;MEIA CALCA                              ;038_V3    ;25;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;10551;03/11/2025;2;1;03BP00C;9166;1;3443;GERENTE                  ;LIC039      ;MEIA CALCA                              ;019       ;27;1;1;0;89,9;0;0;0;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;XL      ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9560;27/08/2025;2;1;278P003;8340;1;4452;GISLEY                   ;LIC039      ;MEIA CALCA                              ;038_V3    ;26;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9966;27/09/2025;3;1;279P010;8713;1;4741;ANA LÚCIA                ;LIC039      ;MEIA CALCA                              ;038_V3    ;25;1;1;0;89,66;0;24;8966;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9572;28/08/2025;1;1;288P009;8350;1;4452;GISLEY                   ;LIC039      ;MEIA CALCA                              ;038_V3    ;25;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9572;28/08/2025;2;1;288P009;8350;1;4452;GISLEY                   ;LIC039      ;MEIA CALCA                              ;038_V3    ;25;1;1;0;89,9;0;0;8990;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9573;28/08/2025;4;1;288P00A;8351;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;019       ;26;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;1;SENHORA                  ;SENHORA                  
4047;9573;28/08/2025;3;1;288P00A;8351;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;019       ;25;1;1;0;89,56;0;34;8956;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
4047;9944;26/09/2025;4;1;269P016;8692;1;4918;MARLUCE                  ;LIC039      ;MEIA CALCA                              ;038_V3    ;25;1;1;0;89,57;0;33;8957;0;8990;PRODUTO ACABADO          ;;CALZE E COLLANT          ;COLLANT                  ;2;SCALARINO H1             ;CALZEDONIA               ;CALZEDONIA ( CZ )        ;      ;LIC039                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;3;CRIANCA                  ;MENINA                   
