CODIGO_FILIAL;TICKET;DATA_VENDA;ITEM;TERMINAL;LANCAMENTO_CAIXA;NUMERO_CUPOM_FISCAL;PERIODO_FECHAMENTO;VENDEDOR;VENDEDOR_APELIDO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;TAMANHO;QTDE;QTDE_LIQUIDA;QTDE_TROCA;VALOR_LIQUIDO_VENDA;VALOR_TROCA;VALOR_DESCONTOS;VALOR_PAGO;VALOR_FRETE;VALOR_VENDA_BRUTA;TIPO_PRODUTO;TABELA_MEDIDAS;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;COLECAO;GRADE;LINHA;GRIFFE;CARTELA;REFER_FABRICANTE;MODELAGEM;FABRICANTE;ESTILISTA;MODELISTA;TAM;COD_CATEGORIA;CATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO
3044;31731;12/05/2025;1;1;125P009;623;1;3416;JORDANA                  ;SCD49V      ;CALCINHA                                ;417I      ;5;1;1;0;0,98;0;3;98;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SCD49V                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;5       ;1;SENHORA                  ;SENHORA                  ;
3044;31731;12/05/2025;8;1;125P009;623;1;3416;JORDANA                  ;SCD49V      ;CALCINHA                                ;044_V2    ;5;1;1;0;57,29;0;171;5729;0;59;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SCD49V                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;5       ;1;SENHORA                  ;SENHORA                  ;
3044;31731;12/05/2025;6;1;125P009;623;1;3416;JORDANA                  ;SCD49V      ;CALCINHA                                ;019       ;5;1;1;0;57,29;0;171;5729;0;59;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SCD49V                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;5       ;1;SENHORA                  ;SENHORA                  ;
3044;31731;12/05/2025;7;1;125P009;623;1;3416;JORDANA                  ;SI2542C     ;SLIP COTONE FLOWER PAISLEY              ;001       ;5;1;1;0;115,55;0;345;11555;0;119;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SI2542C                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;5       ;1;SENHORA                  ;SENHORA                  ;
3044;31731;12/05/2025;3;1;125P009;623;1;3416;JORDANA                  ;RBD49A      ;GRETA MICRO ULTRA LIGHT                 ;417I      ;32;1;1;0;222,36;0;664;22236;0;229;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBD49A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;7B      ;1;SENHORA                  ;SENHORA                  ;
3044;31731;12/05/2025;5;1;125P009;623;1;3416;JORDANA                  ;RID96L      ;ELENA PIZZO                             ;2280      ;28;1;1;0;261,2;0;780;26120;0;269;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID96L                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;6B      ;1;SENHORA                  ;SENHORA                  ;
3044;31731;12/05/2025;4;1;125P009;623;1;3416;JORDANA                  ;RID96L      ;ELENA PIZZO                             ;019       ;28;1;1;0;261,2;0;780;26120;0;269;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID96L                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;6B      ;1;SENHORA                  ;SENHORA                  ;
3044;31731;12/05/2025;12;1;125P009;623;1;3416;JORDANA                  ;RBF49D      ;DILETTA MICRO ULTRA LIGHT               ;044_V2    ;28;1;1;0;290,33;0;867;29033;0;299;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBF49D                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;6B      ;1;SENHORA                  ;SENHORA                  ;
3044;31731;12/05/2025;11;1;125P009;623;1;3416;JORDANA                  ;RBF49D      ;DILETTA MICRO ULTRA LIGHT               ;019       ;28;1;1;0;290,34;0;866;29034;0;299;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBF49D                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;6B      ;1;SENHORA                  ;SENHORA                  ;
3044;31735;12/05/2025;2;1;125P00D;627;1;648;GERENTE                  ;CLD2557     ;CAMICIA PAILLETTES SEE THE MAGIC        ;019       ;2;1;1;0;0,01;0;41899;1;0;419;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD2557                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;
3044;32142;12/06/2025;1;1;126P010;1002;1;3416;JORDANA                  ;RPD2556     ;MONICA HYPNOTIC DETAILS                 ;019       ;9;1;1;0;329;0;0;329;0;329;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RPD2556                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2B      ;1;SENHORA                  ;SENHORA                  ;
3044;33611;12/09/2025;4;1;129P012;2341;1;648;GERENTE                  ;CG171Q      ;CANOTTA S/L VISC. FRESH BAMBOO          ;7478      ;2;1;1;0;0;0;229;0;0;229;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA CAVA      ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CG171Q                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;
3044;33611;12/09/2025;6;1;129P012;2341;1;648;GERENTE                  ;CG171Q      ;CANOTTA S/L VISC. FRESH BAMBOO          ;612I      ;2;1;1;0;0;0;229;0;0;229;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA CAVA      ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CG171Q                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;
3044;33611;12/09/2025;1;1;129P012;2341;1;648;GERENTE                  ;CL169B      ;MAGLIA M/L CALATA CASHMERE SC. BARCHETTA;1467      ;2;1;1;0;0,01;0;119899;1;0;1199;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CL169B                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;
3044;33611;12/09/2025;8;1;129P012;2341;1;648;GERENTE                  ;CL169B      ;MAGLIA M/L CALATA CASHMERE SC. BARCHETTA;710J      ;2;1;1;0;0,01;0;119899;1;0;1199;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CL169B                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;
3044;33611;12/09/2025;9;1;129P012;2341;1;648;GERENTE                  ;CL169B      ;MAGLIA M/L CALATA CASHMERE SC. BARCHETTA;711J      ;2;1;1;0;0,03;0;119897;3;0;1199;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CL169B                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;
3044;33613;12/09/2025;3;1;129P014;2342;1;648;GERENTE                  ;RSD92E      ;EMMA SETA                               ;2127      ;10;0;-1;-1;-329;-329;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RSD92E                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2C      ;1;SENHORA                  ;SENHORA                  ;
3044;33613;12/09/2025;4;1;129P014;2342;1;648;GERENTE                  ;RIS49A      ;SUTIA                                   ;019       ;20;0;-1;-1;-239;-239;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RIS49A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4C      ;1;SENHORA                  ;SENHORA                  ;
3044;35727;30/12/2025;1;1;30CP012;;1;4200;M핯ILA                   ;PDC93A      ;PANTALONCINO MICROFIBRA                 ;044_V2    ;5;1;1;0;299;0;0;299;0;299;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE XS-XXL PBD INT    ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PDC93A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;XL      ;1;SENHORA                  ;SENHORA                  ;
3044;35730;30/12/2025;2;1;30CP015;;1;4200;M핯ILA                   ;SBD97M      ;BRASILIANO PIZZO E MICROFIBRA           ;1467      ;2;1;1;0;89;0;0;89;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD97M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;
3044;35759;30/12/2025;4;1;30CP032;;1;4200;M핯ILA                   ;SB70V2      ;CALCINHA                                ;044       ;24;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;
3044;35759;30/12/2025;3;1;30CP032;;1;4200;M핯ILA                   ;SB70V2      ;CALCINHA                                ;2280      ;24;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;
3044;30448;31/01/2025;14;1;311P00C;25252;1;4200;M핯ILA                   ;SID2542     ;SLIP FLOWER PAISLEY                     ;001       ;2;1;1;0;98,96;0;4;9896;0;99;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SID2542                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;
3044;30448;31/01/2025;22;1;311P00C;25252;1;4200;M핯ILA                   ;RID2528     ;FRANCESCA ETERNAL FLOWERS               ;543J      ;19;1;1;0;149,44;0;6;14944;0;14950;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID2528                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;4B      ;1;SENHORA                  ;SENHORA                  ;
3044;30448;31/01/2025;20;1;311P00C;25252;1;4200;M핯ILA                   ;PDL1233     ;PANTALONE RASO SETA                     ;550J      ;24;1;1;0;289,38;0;12;28938;0;28950;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR PARTES DE BAIXO ;3;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PDL1233                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;
3044;30448;31/01/2025;33;1;311P00C;25252;1;4200;M핯ILA                   ;RI1294R     ;SOFIA PRETTY FLOWERS                    ;2280      ;14;1;1;0;338,86;0;14;33886;0;339;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RI1294R                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3B      ;1;SENHORA                  ;SENHORA                  ;
3044;30448;31/01/2025;28;1;311P00C;25252;1;4200;M핯ILA                   ;RI1294R     ;SOFIA PRETTY FLOWERS                    ;011I      ;14;1;1;0;338,86;0;14;33886;0;339;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RI1294R                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3B      ;1;SENHORA                  ;SENHORA                  ;
3044;30448;31/01/2025;1;1;311P00C;25252;1;4200;M핯ILA                   ;LLD71S      ;CAMISOLA                                ;651I      ;25;1;1;0;998,58;0;42;99858;0;999;PRODUTO ACABADO          ;;LINGERIE                 ;COMBINACAO               ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;LLD71S                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;
3044;30450;31/01/2025;2;1;311P00E;25254;1;4200;M핯ILA                   ;SC2530B     ;CULOTTE BRAS. CRAFTED ELEGANCE          ;2127      ;2;1;1;0;49,5;0;0;4950;0;4950;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SC2530B                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;
3044;33441;31/08/2025;1;1;318P002;2189;1;4200;M핯ILA                   ;RIF49N      ;ANNA FASCIA MICRO ULTRA LIGHT           ;044_V2    ;10;1;1;0;259;0;0;16412;0;259;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RIF49N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2C      ;1;SENHORA                  ;SENHORA                  ;
3044;33441;31/08/2025;2;1;318P002;2189;1;4200;M핯ILA                   ;RI2568S     ;SOFIA FLORAL ROMANCE                    ;851J      ;10;1;1;0;329;0;0;20847;0;329;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RI2568S                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2C      ;1;SENHORA                  ;SENHORA                  ;
3044;34327;31/10/2025;1;1;31AP012;3004;1;4200;M핯ILA                   ;RSP54G      ;LAILA MICROFIBRA                        ;019       ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;TAGLIE S-M-L BRA TOP INT ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RSP54G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;
3044;34327;31/10/2025;2;1;31AP012;3004;1;4200;M핯ILA                   ;RSP54G      ;LAILA MICROFIBRA                        ;2280      ;3;1;1;0;248,68;0;32;24868;0;249;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;TAGLIE S-M-L BRA TOP INT ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RSP54G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;
3044;35762;31/12/2025;1;1;31CP004;;1;4200;M핯ILA                   ;LTD54C      ;TOP MICROFIBRA                          ;417I      ;4;1;1;0;129;0;0;129;0;129;PRODUTO ACABADO          ;;CAMISOLAS                ;TOP                      ;2;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;LTD54C                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;
3044;35784;31/12/2025;1;1;31CP01A;;1;4200;M핯ILA                   ;RBD96N      ;SUTIA                                   ;001       ;20;1;1;0;134,5;0;0;13450;0;13450;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBD96N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4C      ;1;SENHORA                  ;SENHORA                  ;
3044;35785;31/12/2025;1;1;31CP01B;;1;4200;M핯ILA                   ;RIF49N      ;ANNA FASCIA MICRO ULTRA LIGHT           ;044_V2    ;15;1;1;0;259;0;0;259;0;259;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RIF49N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3C      ;1;SENHORA                  ;SENHORA                  ;
3044;31188;01/04/2025;23;1;014P01F;131;1;648;GERENTE                  ;SBD1294     ;BRASILIANO PRETTY FLOWERS               ;2280      ;23;1;1;0;134,56;0;-556;13456;0;129;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD1294                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;
3044;31188;01/04/2025;2;1;014P01F;131;1;648;GERENTE                  ;PVD2555     ;VESTAGLIA VELLUTO INTRIGUING BEAUTY     ;019       ;2;1;1;0;520,56;0;-2153;52056;0;499;PRODUTO ACABADO          ;;PIGIAMERIA               ;VESTAGLIA                ;1;TAGLIE XS/S-L/XL DONNA IN;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PVD2555                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;S/M     ;1;SENHORA                  ;SENHORA                  ;
3044;32448;01/07/2025;2;1;017P003;1281;1;3416;JORDANA                  ;LTD96C      ;BRA TOP PIZZO                           ;001       ;2;1;1;0;188,3;0;0;18830;0;18830;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;TAGLIE S-M-L BRA TOP INT ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;LTD96C                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;
3044;32455;01/07/2025;3;1;017P00A;1287;1;3416;JORDANA                  ;RID96F      ;SUTIA                                   ;1467      ;19;1;1;0;188,3;0;0;18830;0;18830;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID96F                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4B      ;1;SENHORA                  ;SENHORA                  ;
3044;31999;02/06/2025;2;1;026P003;863;1;648;GERENTE                  ;SBD49O      ;BRASILIANO ANNI 80 MICRO ULTRA LIGHT    ;019       ;4;0;-1;-1;-39;-39;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD49O                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;
3044;32465;02/07/2025;2;1;027P003;1297;1;3416;JORDANA                  ;SPD1294     ;PERIZOMA PRETTY FLOWERS                 ;019       ;23;1;1;0;119;0;0;119;0;119;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SPD1294                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;
3044;32466;02/07/2025;2;1;027P004;1298;1;648;GERENTE                  ;RBD96N      ;SUTIA                                   ;019       ;10;0;-1;-1;-269;-269;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RBD96N                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2C      ;1;SENHORA                  ;SENHORA                  ;
3044;32466;02/07/2025;1;1;027P004;1298;1;648;GERENTE                  ;SBD1294     ;BRASILIANO PRETTY FLOWERS               ;2127      ;23;0;-1;-1;-129;-129;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD1294                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;
3044;33031;02/08/2025;2;1;028P005;1812;1;648;GERENTE                  ;AI00CC      ;COPRICAPEZZOLI                          ;4379_V4   ;1;1;1;0;0;0;69;0;0;69;PRODUTO ACABADO          ;;ACESSORIOS               ;ACESSORIOS               ;1;Z_TAGLIE_I003 TAGLIA UNIC;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;AI00CC                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;TU      ;1;SENHORA                  ;SENHORA                  ;
3044;33031;02/08/2025;1;1;028P005;1812;1;648;GERENTE                  ;AI00CC      ;COPRICAPEZZOLI                          ;4379_V4   ;1;1;1;0;0;0;69;0;0;69;PRODUTO ACABADO          ;;ACESSORIOS               ;ACESSORIOS               ;1;Z_TAGLIE_I003 TAGLIA UNIC;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;AI00CC                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;TU      ;1;SENHORA                  ;SENHORA                  ;
3044;33031;02/08/2025;6;1;028P005;1812;1;648;GERENTE                  ;CL162E      ;CAMICIA M/L SETA                        ;658J      ;2;1;1;0;0;0;52430;0;0;52430;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CL162E                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;S       ;1;SENHORA                  ;SENHORA                  ;
3044;29877;03/01/2025;1;1;031P007;24745;1;648;GERENTE                  ;SID96A      ;SLIP ALTO PIZZO E COTONE NATURAL        ;019       ;4;0;-1;-1;-79;-79;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SID96A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;
3044;31602;03/05/2025;1;1;035P00C;497;1;3416;JORDANA                  ;PDL1233     ;PANTALONE RASO SETA                     ;1467      ;24;0;-1;-1;-649;-649;0;0;0;0;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR PARTES DE BAIXO ;3;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PDL1233                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;
3044;31610;03/05/2025;1;1;035P014;505;1;3416;JORDANA                  ;LTD54C      ;TOP MICROFIBRA                          ;044_V2    ;4;1;1;0;129;0;0;129;0;129;PRODUTO ACABADO          ;;CAMISOLAS                ;TOP                      ;2;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;LTD54C                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;
3044;32016;03/06/2025;2;1;036P00A;880;1;648;GERENTE                  ;PDL92A      ;PANTALONE RASO SETA                     ;1467      ;4;1;1;0;646,78;0;222;0;0;649;PRODUTO ACABADO          ;;PIGIAMERIA               ;PARTI BASSE              ;1;TAGLIE XS-XXL PANTALONI D;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PDL92A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;
3044;32016;03/06/2025;1;1;036P00A;880;1;648;GERENTE                  ;RID49F      ;FRANCESCA MICRO ULTRA LIGHT             ;044_V2    ;24;0;-1;-1;-259;-259;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID49F                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;5B      ;1;SENHORA                  ;SENHORA                  ;
3044;32016;03/06/2025;8;1;036P00A;880;1;648;GERENTE                  ;SB2564O     ;BRASILIANO 80 SLEEPLESS NIGHTS          ;019       ;4;0;-1;-1;-119;-119;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB2564O                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;
3044;32027;04/06/2025;1;1;046P004;891;1;3416;JORDANA                  ;SB70V2      ;CALCINHA                                ;019       ;24;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;
3044;32027;04/06/2025;3;1;046P004;891;1;3416;JORDANA                  ;SB70V2      ;CALCINHA                                ;044       ;24;1;1;0;38,94;0;6;3894;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;
