CODIGO_FILIAL;TICKET;DATA_VENDA;ITEM;TERMINAL;LANCAMENTO_CAIXA;NUMERO_CUPOM_FISCAL;PERIODO_FECHAMENTO;VENDEDOR;VENDEDOR_APELIDO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;TAMANHO;QTDE;QTDE_LIQUIDA;QTDE_TROCA;VALOR_LIQUIDO_VENDA;VALOR_TROCA;VALOR_DESCONTOS;VALOR_PAGO;VALOR_FRETE;VALOR_VENDA_BRUTA;TIPO_PRODUTO;TABELA_MEDIDAS;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;COLECAO;GRADE;LINHA;GRIFFE;CARTELA;REFER_FABRICANTE;MODELAGEM;FABRICANTE;ESTILISTA;MODELISTA;TAM;COD_CATEGORIA;CATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO;SUBCATEGORIA_PRODUTO
3044;31603;03/05/2025;1;1;035P00D;498;1;648;GERENTE                  ;RI49T2      ;SUTIA                                   ;044_V2    ;15;0;-1;-1;-229;-229;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RI49T2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3C      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;31604;03/05/2025;1;1;035P00E;499;1;648;GERENTE                  ;SPD96F      ;PERIZOMA PIZZO FIANCHETTO               ;044_V2    ;2;0;-1;-1;-89;-89;0;0;0;0;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SPD96F                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33079;05/08/2025;3;1;058P00A;1856;1;3960;CRISLANE                 ;SCD65B      ;CALCINHA                                ;044_V2    ;25;1;1;0;88,81;0;19;8881;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;SCALARINO TO             ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SCD65B                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33079;05/08/2025;2;1;058P00A;1856;1;3960;CRISLANE                 ;SCD65B      ;CALCINHA                                ;019       ;25;1;1;0;88,81;0;19;8881;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;SCALARINO TO             ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SCD65B                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33079;05/08/2025;4;1;058P00A;1856;1;3960;CRISLANE                 ;PDC701      ;PANTALONCINO MODAL CON PIPING           ;849J      ;4;1;1;0;228,51;0;49;22851;0;229;PRODUTO ACABADO          ;;PIGIAMERIA               ;PARTI BASSE              ;2;TAGLIE XS-XXL PANTALONI D;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PDC701                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33085;05/08/2025;1;1;058P010;1861;1;3960;CRISLANE                 ;LC71S1      ;CAMISOLA                                ;1467      ;26;1;1;0;549;0;0;549;0;549;PRODUTO ACABADO          ;;LINGERIE                 ;COMBINACAO               ;1;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;LC71S1                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;XL      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;18;1;061P015;24828;1;3960;CRISLANE                 ;SBD96M      ;BRASILIANO PIZZO E MICROFIBRA           ;044_V2    ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD96M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;16;1;061P015;24828;1;3960;CRISLANE                 ;SBD96M      ;BRASILIANO PIZZO E MICROFIBRA           ;044_V2    ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD96M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;17;1;061P015;24828;1;3960;CRISLANE                 ;SBD96M      ;BRASILIANO PIZZO E MICROFIBRA           ;044_V2    ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD96M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;2;1;061P015;24828;1;3960;CRISLANE                 ;SBD96M      ;BRASILIANO PIZZO E MICROFIBRA           ;448J      ;3;1;1;0;55,16;0;14;5516;0;5530;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD96M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;27;1;061P015;24828;1;3960;CRISLANE                 ;SBD96M      ;BRASILIANO PIZZO E MICROFIBRA           ;1467      ;3;1;1;0;78,79;0;21;7879;0;79;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD96M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;30533;06/02/2025;1;1;062P00A;25323;1;3960;CRISLANE                 ;RP49L2      ;BELLISSIMA MICRO ULTRA LIGHT            ;019       ;9;1;1;0;229;0;0;229;0;229;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RP49L2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2B      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;31255;06/04/2025;1;1;064P005;187;1;3960;CRISLANE                 ;CLD28B      ;MAGLIA M/L MD/CACHEM. ULTRALIGHT BARC.  ;1467      ;24;1;1;0;299;0;0;299;0;299;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CLD28B                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32537;06/07/2025;1;1;067P009;1364;1;3960;CRISLANE                 ;SI70V2      ;CALCINHA                                ;852J      ;24;1;1;0;1;0;1;1;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SI70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32537;06/07/2025;4;1;067P009;1364;1;3960;CRISLANE                 ;SI70V2      ;CALCINHA                                ;031       ;24;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SI70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32537;06/07/2025;3;1;067P009;1364;1;3960;CRISLANE                 ;SI70V2      ;CALCINHA                                ;2280      ;24;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SI70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;30512;04/02/2025;3;1;042P015;25303;1;3960;CRISLANE                 ;PDL1233     ;PANTALONE RASO SETA                     ;550J      ;24;1;1;0;289,5;0;0;22144;0;28950;PRODUTO ACABADO          ;;EASYWEAR                 ;EASYWEAR PARTES DE BAIXO ;3;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;PDL1233                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32511;04/07/2025;5;1;047P014;1340;1;3960;CRISLANE                 ;SBD97M      ;BRASILIANO PIZZO E MICROFIBRA           ;849J      ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD97M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32511;04/07/2025;2;1;047P014;1340;1;3960;CRISLANE                 ;SBD97M      ;BRASILIANO PIZZO E MICROFIBRA           ;849J      ;3;1;1;0;88,81;0;18;8881;0;8899;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD97M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32511;04/07/2025;6;1;047P014;1340;1;3960;CRISLANE                 ;SBD97M      ;BRASILIANO PIZZO E MICROFIBRA           ;019       ;3;1;1;0;88,82;0;18;8882;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD97M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32511;04/07/2025;7;1;047P014;1340;1;3960;CRISLANE                 ;SBD97M      ;BRASILIANO PIZZO E MICROFIBRA           ;019       ;3;1;1;0;88,82;0;18;8882;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD97M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;30523;05/02/2025;2;1;052P00C;25315;1;3960;CRISLANE                 ;AI00CC      ;COPRICAPEZZOLI                          ;4379_V4   ;1;1;1;0;69;0;0;69;0;69;PRODUTO ACABADO          ;;ACESSORIOS               ;ACESSORIOS               ;1;Z_TAGLIE_I003 TAGLIA UNIC;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;AI00CC                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;TU      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;31630;05/05/2025;1;1;055P007;525;1;3960;CRISLANE                 ;SB70V2      ;CALCINHA                                ;031       ;24;1;1;0;1;0;1;1;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32537;06/07/2025;2;1;067P009;1364;1;3960;CRISLANE                 ;SI70V2      ;CALCINHA                                ;502I_V2   ;24;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SI70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33110;06/08/2025;1;1;068P017;1884;1;3960;CRISLANE                 ;CMU12G      ;CAMISETA                                ;800       ;24;1;1;0;159;0;0;159;0;159;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MEIA MANGA      ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CMU12G                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3044;30551;07/02/2025;2;1;072P00F;25339;1;3960;CRISLANE                 ;SBD96M      ;BRASILIANO PIZZO E MICROFIBRA           ;011I      ;4;1;1;0;89;0;0;492;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD96M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;30551;07/02/2025;1;1;072P00F;25339;1;3960;CRISLANE                 ;SBD96M      ;BRASILIANO PIZZO E MICROFIBRA           ;011I      ;4;1;1;0;89;0;0;492;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD96M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;30551;07/02/2025;6;1;072P00F;25339;1;3960;CRISLANE                 ;SB1319A     ;BRASILIANO IN FULL BLOOM                ;343J      ;4;1;1;0;109;0;0;602;0;109;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB1319A                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;4       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;30551;07/02/2025;3;1;072P00F;25339;1;3960;CRISLANE                 ;RI2528G     ;GIORGIA ETERNAL FLOWERS                 ;543J      ;14;1;1;0;139,5;0;0;771;0;13950;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;1;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RI2528G                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3B      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;30891;07/03/2025;1;1;073P00D;25629;1;3960;CRISLANE                 ;SIU12C      ;SLIP SUPIMA COT.EL. ELASTICO LOGO       ;143I      ;2;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 2-7 PBU E MARE INT;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SIU12C                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3044;30523;05/02/2025;1;1;052P00C;25315;1;3960;CRISLANE                 ;SCD49V      ;CALCINHA                                ;044       ;3;1;1;0;59;0;0;59;0;59;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SCD49V                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;31228;05/04/2025;1;1;054P016;166;1;3960;CRISLANE                 ;RID96L      ;ELENA PIZZO                             ;2280      ;15;1;1;0;269;0;0;269;0;269;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SOUTIENS          ;2;REGGISENI INTI           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;RID96L                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3C      ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32044;05/06/2025;4;1;056P00A;908;1;3960;CRISLANE                 ;SBU12C      ;CUECA                                   ;3481      ;5;1;1;0;88,67;0;33;8867;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 2-7 PBU E MARE INT;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBU12C                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;6       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3044;32044;05/06/2025;2;1;056P00A;908;1;3960;CRISLANE                 ;SBU12C      ;CUECA                                   ;3481      ;4;1;1;0;88,67;0;33;8867;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 2-7 PBU E MARE INT;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBU12C                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;5       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3044;32044;05/06/2025;3;1;056P00A;908;1;3960;CRISLANE                 ;SBU12C      ;CUECA                                   ;143I      ;4;1;1;0;88,66;0;34;8866;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 2-7 PBU E MARE INT;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBU12C                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;5       ;2;HOMEM                    ;HOMEM                    ;SENHORA                  
3044;33079;05/08/2025;5;1;058P00A;1856;1;3960;CRISLANE                 ;LTD701      ;TOP S/S MODAL CON PIPING                ;849J      ;25;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;PIGIAMERIA               ;PARTI ALTE               ;2;TAGLIE  XS-XXL           ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;LTD701                   ;;CALZEDONIA S.P.A.        ;                         ;BLACK FRIDAY             ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33079;05/08/2025;7;1;058P00A;1856;1;3960;CRISLANE                 ;CGD2568     ;CANOTTA S/L COSTINA ST.FLORAL ROMANCE   ;851J      ;4;1;1;0;218,53;0;47;21853;0;219;PRODUTO ACABADO          ;;PIGIAMERIA               ;PARTI ALTE               ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CGD2568                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;L       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;31630;05/05/2025;4;1;055P007;525;1;3960;CRISLANE                 ;SB70V2      ;CALCINHA                                ;044       ;24;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;31630;05/05/2025;3;1;055P007;525;1;3960;CRISLANE                 ;SB70V2      ;CALCINHA                                ;2280      ;24;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;31630;05/05/2025;2;1;055P007;525;1;3960;CRISLANE                 ;SB70V2      ;CALCINHA                                ;502I_V2   ;24;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;32530;05/07/2025;1;1;057P014;1359;1;3960;CRISLANE                 ;BO2561B     ;BODY M/L TULLE ALWAYS GLAMOROUS         ;847J      ;3;1;1;0;329;0;0;329;0;329;PRODUTO ACABADO          ;;CAMISOLAS                ;BODY                     ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;BO2561B                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33526;05/09/2025;2;1;059P00B;2262;1;3960;CRISLANE                 ;CL162E      ;CAMICIA M/L SETA                        ;1467      ;3;1;1;0;749;0;0;749;0;749;PRODUTO ACABADO          ;;CAMISOLAS                ;CAMISOLA MANGA COMPRIDA  ;1;TAGLIE XS-XXL DONNA INT  ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;CL162E                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;M       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33964;05/10/2025;2;1;05AP003;2668;1;3960;CRISLANE                 ;SB70V2      ;CALCINHA                                ;044       ;23;1;1;0;1;0;1;1;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33964;05/10/2025;1;1;05AP003;2668;1;3960;CRISLANE                 ;SB70V2      ;CALCINHA                                ;044       ;23;1;1;0;38,66;0;33;3866;0;3899;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33964;05/10/2025;4;1;05AP003;2668;1;3960;CRISLANE                 ;SB70V2      ;CALCINHA                                ;2280      ;23;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33964;05/10/2025;3;1;05AP003;2668;1;3960;CRISLANE                 ;SB70V2      ;CALCINHA                                ;044       ;23;1;1;0;38,67;0;33;3867;0;39;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT+CZD   ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB70V2                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;2       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33971;05/10/2025;1;1;05AP00A;2675;1;3960;CRISLANE                 ;SBD97M      ;BRASILIANO PIZZO E MICROFIBRA           ;347J      ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD97M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33971;05/10/2025;2;1;05AP00A;2675;1;3960;CRISLANE                 ;SBD97M      ;BRASILIANO PIZZO E MICROFIBRA           ;1467      ;3;1;1;0;88,67;0;33;8867;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD97M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;33971;05/10/2025;3;1;05AP00A;2675;1;3960;CRISLANE                 ;SBD97M      ;BRASILIANO PIZZO E MICROFIBRA           ;848J      ;3;1;1;0;88,66;0;34;8866;0;89;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD97M                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;14;1;061P015;24828;1;3960;CRISLANE                 ;SBD49A      ;BRASILIANO MICRO ULTRA LIGHT            ;2280      ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD49A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;15;1;061P015;24828;1;3960;CRISLANE                 ;SBD49A      ;BRASILIANO MICRO ULTRA LIGHT            ;044_V2    ;3;1;1;0;1,01;0;0;101;0;101;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;2;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SBD49A                   ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;4;1;061P015;24828;1;3960;CRISLANE                 ;SB2523O     ;BRASILIANO 80 YOUR WILD SIDE            ;019       ;3;1;1;0;44,38;0;12;4438;0;4450;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB2523O                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;5;1;061P015;24828;1;3960;CRISLANE                 ;SB2523O     ;BRASILIANO 80 YOUR WILD SIDE            ;019       ;3;1;1;0;44,38;0;12;4438;0;4450;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB2523O                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
3044;29968;06/01/2025;8;1;061P015;24828;1;3960;CRISLANE                 ;SB2525O     ;BRASILIANO 80 INTRICATE SURFACES        ;019       ;3;1;1;0;49,37;0;13;4937;0;4950;PRODUTO ACABADO          ;;INTIMO                   ;INTIMO SLIPS             ;1;TAGLIE 1-6 PBD INT       ;INTIMISSIMI              ;INTIMISSIMI ( IN )       ;      ;SB2525O                  ;;CALZEDONIA S.P.A.        ;                         ;                         ;3       ;1;SENHORA                  ;SENHORA                  ;SENHORA                  
